timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
120,0.0,5
128,1.0,16
160,0.0,5
168,0.0,5
184,2.0,23
208,0.0,3
208,0.0,5
224,2.0,23
248,0.0,5
272,1.0,14
272,2.0,29
288,0.0,5
312,0.0,5
328,3.0,36
328,0.0,5
328,1.0,15
328,4.0,41
328,3.0,36
352,0.0,3
352,0.0,5
360,1.0,17
368,1.0,12
392,0.0,5
392,0.0,5
408,0.0,5
424,1.0,12
424,1.0,12
432,0.0,5
432,0.0,5
448,1.0,15
448,0.0,5
456,1.0,12
456,0.0,3
464,0.0,5
464,0.0,5
488,0.0,5
488,0.0,5
496,0.0,5
496,0.0,5
528,0.0,5
528,0.0,5
536,0.0,5
536,0.0,5
560,1.0,12
560,1.0,16
568,0.0,5
568,0.0,5
568,2.0,30
576,0.0,5
584,1.0,15
600,0.0,5
600,0.0,5
608,0.0,5
608,0.0,5
624,0.0,5
640,0.0,5
640,0.0,5
648,0.0,5
648,0.0,5
664,0.0,5
680,0.0,5
680,0.0,5
688,0.0,5
688,0.0,5
704,2.0,21
704,0.0,5
704,1.0,17
712,1.0,17
720,0.0,5
720,0.0,5
744,0.0,5
744,0.0,5
752,0.0,5
784,0.0,5
792,0.0,5
816,1.0,14
816,1.0,16
824,0.0,5
832,0.0,5
856,0.0,5
856,0.0,5
864,0.0,5
872,0.0,5
880,1.0,17
888,2.0,21
896,0.0,5
904,2.0,27
912,0.0,5
920,0.0,5
928,0.0,5
936,0.0,5
944,0.0,5
952,2.0,29
952,0.0,5
960,0.0,5
968,0.0,5
976,0.0,3
976,1.0,15
976,0.0,5
992,0.0,5
992,0.0,3
1000,0.0,5
1016,0.0,5
1016,0.0,5
1032,0.0,5
1040,0.0,5
1048,2.0,23
1056,1.0,14
1056,0.0,5
1056,0.0,5
1072,0.0,5
1072,0.0,3
1080,0.0,3
1096,0.0,5
1096,0.0,5
1104,1.0,16
1112,0.0,5
1112,0.0,5
1120,0.0,3
1120,0.0,5
1128,1.0,17
1136,0.0,5
1144,0.0,5
1152,1.0,14
1152,0.0,5
1160,0.0,5
1168,0.0,5
1176,0.0,3
1200,0.0,5
1240,1.0,16
1240,0.0,5
1248,1.0,16
1256,1.0,15
1256,1.0,14
1280,0.0,5
1280,0.0,5
1288,0.0,5
1296,0.0,5
