timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
128,1.0,16
152,1.0,14
160,0.0,5
168,0.0,5
192,1.0,14
192,0.0,5
192,0.0,3
224,2.0,23
232,0.0,5
232,0.0,5
232,2.0,29
256,0.0,3
264,0.0,5
272,0.0,5
272,0.0,5
280,0.0,3
288,1.0,12
288,3.0,36
288,1.0,16
304,0.0,5
312,0.0,3
312,0.0,5
320,0.0,5
328,3.0,41
328,0.0,5
344,0.0,5
352,0.0,5
352,0.0,5
368,0.0,5
368,0.0,5
384,0.0,5
392,0.0,5
392,0.0,5
392,0.0,3
408,0.0,5
416,0.0,3
416,0.0,3
424,1.0,17
424,0.0,5
432,0.0,5
440,0.0,3
448,0.0,5
448,1.0,16
456,2.0,23
464,0.0,5
464,0.0,5
472,0.0,5
480,0.0,3
488,0.0,5
488,0.0,5
512,0.0,5
520,0.0,5
528,0.0,5
528,0.0,5
552,0.0,3
552,0.0,5
560,0.0,5
568,0.0,5
576,1.0,14
592,1.0,16
616,0.0,3
656,1.0,12
680,1.0,16
704,3.0,36
712,1.0,17
720,0.0,5
744,1.0,16
744,0.0,5
752,0.0,5
760,0.0,5
768,4.0,41
784,1.0,16
792,0.0,5
808,0.0,5
816,0.0,3
824,0.0,5
832,0.0,3
856,0.0,5
872,0.0,5
880,1.0,17
880,3.0,41
888,1.0,16
896,0.0,5
904,3.0,42
912,0.0,3
912,0.0,5
920,0.0,5
920,0.0,5
928,2.0,23
936,0.0,5
952,1.0,16
952,0.0,5
952,0.0,5
960,0.0,5
992,0.0,5
1000,0.0,5
1016,1.0,14
1024,1.0,12
1056,1.0,17
1056,0.0,5
1064,0.0,5
1072,1.0,15
1080,1.0,16
1080,0.0,3
1096,0.0,3
1096,0.0,5
1104,0.0,5
1104,2.0,21
1120,0.0,5
1120,0.0,5
1136,0.0,5
1136,0.0,5
1144,0.0,5
1160,2.0,21
1176,0.0,5
1176,0.0,5
1184,2.0,23
1184,0.0,5
1216,0.0,5
1216,1.0,12
1224,0.0,5
1224,0.0,5
1232,1.0,16
1248,0.0,3
1256,1.0,12
1264,0.0,5
1272,0.0,5
1288,0.0,5
1288,1.0,14
1296,0.0,5
1304,2.0,23
1312,0.0,5
1328,0.0,3
1328,0.0,5
1336,0.0,5
1344,1.0,16
1368,0.0,5
