timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
120,0.0,5
128,1.0,16
128,1.0,16
152,0.0,3
184,2.0,23
184,2.0,23
192,0.0,5
208,0.0,3
216,1.0,12
224,0.0,5
232,0.0,5
232,2.0,24
232,1.0,14
248,0.0,5
256,2.0,27
256,0.0,3
256,0.0,5
264,1.0,17
272,0.0,5
272,0.0,5
280,0.0,3
288,0.0,5
296,0.0,5
296,0.0,5
304,0.0,5
312,0.0,5
320,0.0,5
336,0.0,5
336,0.0,5
344,0.0,5
344,1.0,15
360,0.0,5
368,0.0,3
376,0.0,5
384,0.0,5
400,0.0,5
408,1.0,15
408,0.0,5
416,0.0,5
424,0.0,5
440,1.0,16
448,0.0,5
448,0.0,5
448,1.0,14
456,2.0,23
480,0.0,5
488,0.0,5
488,0.0,5
488,0.0,5
496,0.0,5
512,1.0,14
520,0.0,5
528,0.0,5
536,0.0,3
536,0.0,5
560,0.0,5
576,0.0,5
584,2.0,21
584,1.0,12
600,0.0,5
608,2.0,23
624,0.0,5
648,0.0,5
656,1.0,16
664,1.0,16
664,0.0,5
672,1.0,12
680,0.0,3
688,0.0,5
688,0.0,3
688,0.0,3
712,0.0,3
712,0.0,5
720,0.0,5
728,0.0,5
744,2.0,20
752,0.0,5
760,0.0,5
768,2.0,21
776,3.0,36
784,0.0,5
800,0.0,5
808,0.0,5
816,0.0,5
824,0.0,5
840,0.0,5
856,0.0,5
864,1.0,14
880,0.0,5
888,0.0,3
896,2.0,23
896,0.0,5
896,2.0,21
920,2.0,29
928,1.0,15
928,0.0,5
936,0.0,5
944,1.0,15
960,0.0,5
968,0.0,5
968,0.0,5
984,0.0,5
1008,0.0,5
1008,1.0,14
1048,0.0,5
1048,0.0,5
1056,1.0,15
1064,1.0,12
1064,2.0,23
1072,0.0,3
1080,2.0,23
1096,0.0,5
1104,1.0,18
1104,1.0,15
1104,0.0,5
1104,0.0,5
1112,0.0,5
1128,0.0,3
1128,0.0,3
1136,0.0,5
1144,0.0,5
1144,0.0,5
1168,0.0,5
1176,0.0,5
1184,0.0,5
1184,1.0,17
1208,1.0,12
1208,0.0,5
1216,0.0,5
1216,1.0,17
1240,1.0,12
1248,1.0,15
1248,0.0,5
1264,0.0,3
1288,0.0,5
1304,0.0,5
1312,1.0,12
1320,1.0,14
