timesteps,reward,episode_length
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
40,0.0,5
80,0.0,5
80,0.0,5
120,0.0,5
152,1.0,14
152,1.0,14
160,0.0,5
168,1.0,16
168,1.0,16
176,0.0,3
176,1.0,17
192,1.0,14
192,0.0,5
192,0.0,3
200,0.0,5
200,0.0,3
208,0.0,5
216,0.0,5
232,0.0,5
232,0.0,5
232,0.0,5
240,0.0,5
240,0.0,5
248,3.0,31
256,0.0,3
272,0.0,5
280,0.0,5
280,0.0,5
288,0.0,5
296,0.0,5
312,0.0,5
328,0.0,5
328,1.0,15
336,0.0,5
352,1.0,17
352,0.0,5
368,1.0,17
368,0.0,5
368,0.0,5
408,0.0,5
408,0.0,5
408,1.0,16
432,1.0,12
448,0.0,5
448,0.0,5
456,2.0,22
456,0.0,3
464,1.0,14
480,0.0,3
488,1.0,17
488,0.0,5
488,0.0,3
488,0.0,5
496,0.0,5
520,0.0,5
528,0.0,5
528,0.0,5
528,0.0,5
536,1.0,16
536,0.0,5
552,0.0,3
552,2.0,23
560,0.0,5
568,0.0,5
568,0.0,5
576,0.0,3
576,0.0,5
576,0.0,5
592,0.0,5
608,0.0,5
616,1.0,16
616,0.0,5
632,0.0,5
648,0.0,5
656,0.0,5
656,0.0,5
672,1.0,14
688,1.0,14
688,0.0,5
696,0.0,3
696,0.0,5
696,1.0,15
696,1.0,16
728,0.0,5
736,0.0,5
736,0.0,5
736,0.0,5
752,1.0,15
768,0.0,5
776,0.0,5
776,0.0,5
776,0.0,3
816,0.0,5
816,0.0,5
816,0.0,5
832,1.0,17
832,1.0,12
856,2.0,21
856,0.0,5
856,0.0,5
872,0.0,5
872,0.0,5
896,1.0,16
896,0.0,5
896,0.0,5
896,0.0,5
912,0.0,5
912,0.0,5
928,3.0,34
936,0.0,5
936,0.0,5
936,0.0,5
952,0.0,5
968,0.0,5
976,0.0,5
984,2.0,21
992,0.0,5
1008,1.0,14
1008,0.0,5
1008,0.0,3
1032,0.0,3
1032,0.0,3
1040,1.0,16
1048,1.0,14
1056,1.0,15
1080,0.0,5
1088,0.0,5
1088,1.0,12
1096,0.0,5
1104,1.0,16
1120,0.0,5
1128,0.0,5
1128,0.0,5
1128,1.0,12
1128,1.0,12
1136,0.0,5
1144,0.0,5
1160,0.0,5
1168,0.0,5
1168,0.0,5
